order_id,customer_id,order_date,items,shipping_address,total_amount
ORD0000079,CUST000001,2023-03-25,"[{""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}, {""product_id"": ""PROD00008"", ""quantity"": 3, ""price"": 40.45}, {""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}, {""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}, {""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": 370.91}]","{""street"": ""2796 Main St"", ""city"": ""Chicago"", ""zip"": ""25933""}",899.32
ORD0000080,CUST000096,2023-12-22,"[{""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}]","{""street"": ""6813 Main St"", ""city"": ""San Francisco"", ""zip"": ""34203""}",1285.42
ORD0000081,CUST000053,2023-10-06,"[{""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00010"", ""quantity"": 1, ""price"": 176.2}]","{""street"": ""8282 Main St"", ""city"": ""New York"", ""zip"": ""11986""}",528.6
ORD0000082,CUST000076,2023-11-04,"[{""product_id"": ""PROD00004"", ""quantity"": 1, ""price"": 69.84}, {""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00006"", ""quantity"": 3, ""price"": 428.33}]","{""street"": ""6671 Main St"", ""city"": ""San Francisco"", ""zip"": ""35867""}",1783.16
ORD0000083,CUST000060,2023-08-10,"[{""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}, {""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": null}, {""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": 370.91}]","{""street"": ""7676 Main St"", ""city"": ""Seattle"", ""zip"": ""38596""}",376.23
ORD0000084,CUST000095,2023-06-22,"[{""product_id"": ""PROD00008"", ""quantity"": 3, ""price"": 40.45}, {""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}]","{""street"": ""9454 Main St"", ""city"": ""San Francisco"", ""zip"": ""75615""}",1194.03
ORD0000085,CUST000021,2023-10-14,"[{""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00006"", ""quantity"": 3, ""price"": 428.33}]","{""street"": ""189 Main St"", ""city"": ""Seattle"", ""zip"": ""30664""}",1912.97
ORD0000086,CUST000068,2023-01-21,"[{""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00006"", ""quantity"": 3, ""price"": 428.33}, {""product_id"": ""PROD00010"", ""quantity"": 1, ""price"": 176.2}, {""product_id"": ""PROD00004"", ""quantity"": 1, ""price"": 69.84}, {""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}]","{""street"": ""1228 Main St"", ""city"": ""New York"", ""zip"": ""76157""}",2701.18
ORD0000087,CUST000046,2023-08-22,"[{""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}, {""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}]","{""street"": ""703 Main St"", ""city"": ""New York"", ""zip"": ""32515""}",2869.75
ORD0000088,CUST000033,2023-04-10,"[{""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}, {""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}, {""product_id"": ""PROD00002"", ""quantity"": 1, ""price"": 59.11}]","{""street"": ""7338 Main St"", ""city"": ""Chicago"", ""zip"": ""56209""}",881.27
ORD0000089,CUST000003,2023-09-27,"[{""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}, {""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}]","{""street"": ""6081 Main St"", ""city"": ""New York"", ""zip"": ""89893""}",481.32
ORD0000090,CUST000031,2023-05-13,"[{""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}, {""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00004"", ""quantity"": 1, ""price"": 69.84}]","{""street"": ""9550 Main St"", ""city"": ""San Francisco"", ""zip"": ""77959""}",648.49
ORD0000091,CUST000031,2023-05-05,"[{""product_id"": ""PROD00007"", ""quantity"": 1, ""price"": 400.44}]","{""street"": ""9550 Main St"", ""city"": ""San Francisco"", ""zip"": ""77959""}",400.44
ORD0000092,CUST000059,2023-04-07,"[{""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00010"", ""quantity"": 3, ""price"": 176.2}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}]","{""street"": ""7155 Main St"", ""city"": ""San Francisco"", ""zip"": ""48453""}",1837.52
ORD0000093,CUST000097,2023-03-06,"[{""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}, {""product_id"": ""PROD00006"", ""quantity"": 3, ""price"": 428.33}]","{""street"": ""115 Main St"", ""city"": ""New York"", ""zip"": ""54667""}",2673.88
ORD0000094,CUST000092,2023-11-28,"[{""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": ""free""}, {""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}, {""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}]",,1379.55
ORD0000095,CUST000047,2023-12-30,"[{""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00008"", ""quantity"": 3, ""price"": 40.45}, {""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}, {""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}]","{""street"": ""3920 Main St"", ""city"": ""Austin"", ""zip"": ""24495""}",2579.31
ORD0000096,CUST000016,2023-02-05,"[{""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}]","{""street"": ""2764 Main St"", ""city"": ""Chicago"", ""zip"": ""16590""}",187.57
ORD0000097,CUST000049,2023-06-14,"[{""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}]","{""street"": ""1256 Main St"", ""city"": ""New York"", ""zip"": ""14318""}",741.82
ORD0000098,CUST000040,2023-04-25,"[{""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}, {""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00006"", ""quantity"": 3, ""price"": 428.33}, {""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": ""NaN""}]","{""street"": ""6485 Main St"", ""city"": ""New York"", ""zip"": ""21946""}",nan
ORD0000099,CUST000083,2023-06-19,"[{""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}, {""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}, {""product_id"": ""PROD00008"", ""quantity"": 1, ""price"": 40.45}, {""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}]","{""street"": ""4343 Main St"", ""city"": ""Chicago"", ""zip"": ""90952""}",812.68
ORD0000100,CUST000064,2023-05-26,"[{""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}, {""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}, {""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}, {""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}]","{""street"": ""1010 Main St"", ""city"": ""Chicago"", ""zip"": ""41246""}",3064.33
ORD0000101,CUST000090,2023-10-03,"[{""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00010"", ""quantity"": 3, ""price"": 176.2}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}]","{""street"": ""6901 Main St"", ""city"": ""San Francisco"", ""zip"": ""16937""}",1138.29
ORD0000102,CUST000037,2023-07-05,"[{""product_id"": ""PROD00010"", ""quantity"": 1, ""price"": 176.2}, {""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}, {""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}]","{""street"": ""3808 Main St"", ""city"": ""Seattle"", ""zip"": ""60847""}",561.98
ORD0000103,CUST000055,2023-09-06,"[{""product_id"": ""PROD00008"", ""quantity"": 1, ""price"": 40.45}, {""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}]","{""street"": ""1566 Main St"", ""city"": ""San Francisco"", ""zip"": ""15564""}",249.97
ORD0000104,CUST000015,2023-09-29,"[{""product_id"": ""PROD00002"", ""quantity"": 1, ""price"": 59.11}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}]","{""street"": ""8376 Main St"", ""city"": ""New York"", ""zip"": ""35559""}",1711.81
ORD0000105,CUST000009,2023-09-20,"[{""product_id"": ""PROD00002"", ""quantity"": 2, ""price"": 59.11}, {""product_id"": ""PROD00002"", ""quantity"": 1, ""price"": ""NaN""}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}]","{""street"": ""375 Main St"", ""city"": ""New York"", ""zip"": ""17837""}",nan
ORD0000106,CUST000068,2023-04-26,"[{""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}, {""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}, {""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}]","{""street"": ""1228 Main St"", ""city"": ""New York"", ""zip"": ""76157""}",2064.07
ORD0000107,CUST000091,2023-08-16,"[{""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}]","{""street"": ""3780 Main St"", ""city"": ""Chicago"", ""zip"": ""92134""}",1488.52
ORD0000108,CUST000086,2023-07-20,"[{""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}, {""product_id"": ""PROD00004"", ""quantity"": 1, ""price"": 69.84}]","{""street"": ""6176 Main St"", ""city"": ""Austin"", ""zip"": ""54634""}",1182.57
ORD0000109,CUST000070,2023-09-27,"[{""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}, {""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}]","{""street"": ""1222 Main St"", ""city"": ""New York"", ""zip"": ""64113""}",2927.23
ORD0000110,CUST000045,2023-08-28,"[{""product_id"": ""PROD00010"", ""quantity"": 3, ""price"": 176.2}]","{""street"": ""9504 Main St"", ""city"": ""Chicago"", ""zip"": ""30491""}",528.6
ORD0000111,CUST000045,2023-10-11,"[{""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}, {""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}]","{""street"": ""9504 Main St"", ""city"": ""Chicago"", ""zip"": ""30491""}",2360.26
ORD0000112,CUST000099,2023-05-15,"[{""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}, {""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}]","{""street"": ""7633 Main St"", ""city"": ""Austin"", ""zip"": ""27973""}",1257.73
ORD0000113,CUST000068,2023-04-24,"[{""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}]","{""street"": ""1228 Main St"", ""city"": ""New York"", ""zip"": ""76157""}",992.56
ORD0000114,CUST000059,2023-08-17,"[{""product_id"": ""PROD00008"", ""quantity"": 3, ""price"": 40.45}, {""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}, {""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}]","{""street"": ""7155 Main St"", ""city"": ""San Francisco"", ""zip"": ""48453""}",1599.79
ORD0000115,CUST000095,2023-12-29,"[{""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}, {""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}, {""product_id"": ""PROD00005"", ""quantity"": 3, ""price"": 135.9}]","{""street"": ""9454 Main St"", ""city"": ""San Francisco"", ""zip"": ""75615""}",1359.04
ORD0000116,CUST000034,2023-05-20,"[{""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}]","{""street"": ""7764 Main St"", ""city"": ""San Francisco"", ""zip"": ""97816""}",624.2
ORD0000117,CUST000017,2023-12-10,"[{""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}]","{""street"": ""1329 Main St"", ""city"": ""New York"", ""zip"": ""10614""}",856.66
ORD0000118,CUST000036,2023-12-27,"[{""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": 370.91}, {""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": 370.91}, {""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}]","{""street"": ""2868 Main St"", ""city"": ""San Francisco"", ""zip"": ""55798""}",2161.19
ORD0000119,CUST000031,2023-05-10,"[{""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}, {""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}]","{""street"": ""9550 Main St"", ""city"": ""San Francisco"", ""zip"": ""77959""}",1363.59
ORD0000120,CUST000005,2023-05-22,"[{""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}]","{""street"": ""4864 Main St"", ""city"": ""Austin"", ""zip"": ""33253""}",547.38
ORD0000121,CUST000086,2023-12-17,"[{""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00002"", ""quantity"": 3, ""price"": 59.11}, {""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}]","{""street"": ""6176 Main St"", ""city"": ""Austin"", ""zip"": ""54634""}",669.41
ORD0000122,CUST000054,2023-10-01,"[{""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}, {""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}, {""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": 370.91}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}]","{""street"": ""3560 Main St"", ""city"": ""Austin"", ""zip"": ""64964""}",1061.75
ORD0000123,CUST000005,2023-08-17,"[{""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}, {""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}, {""product_id"": ""PROD00010"", ""quantity"": 3, ""price"": 176.2}, {""product_id"": ""PROD00008"", ""quantity"": 2, ""price"": 40.45}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}]","{""street"": ""4864 Main St"", ""city"": ""Austin"", ""zip"": ""33253""}",2472.51
ORD0000124,CUST000008,2023-08-06,"[{""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}]","{""street"": ""8148 Main St"", ""city"": ""Austin"", ""zip"": ""74922""}",375.14
ORD0000125,CUST000006,2023-01-29,"[{""product_id"": ""PROD00002"", ""quantity"": 3, ""price"": 59.11}]","{""street"": ""3592 Main St"", ""city"": ""New York"", ""zip"": ""84828""}",177.33
ORD0000126,CUST000069,2023-01-26,"[{""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}, {""product_id"": ""PROD00004"", ""quantity"": 1, ""price"": 69.84}]","{""street"": ""7914 Main St"", ""city"": ""San Francisco"", ""zip"": ""69503""}",1271.16
ORD0000127,CUST000005,2023-09-30,"[{""product_id"": ""PROD00002"", ""quantity"": 3, ""price"": 59.11}, {""product_id"": ""PROD00004"", ""quantity"": 1, ""price"": 69.84}, {""product_id"": ""PROD00005"", ""quantity"": 3, ""price"": 135.9}]","{""street"": ""4864 Main St"", ""city"": ""Austin"", ""zip"": ""33253""}",654.87
ORD0000128,CUST000012,2023-07-07,"[{""product_id"": ""PROD00008"", ""quantity"": 1, ""price"": 40.45}, {""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": 370.91}, {""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}]","{""street"": ""9355 Main St"", ""city"": ""Seattle"", ""zip"": ""25813""}",1268.02
ORD0000129,CUST000090,2023-07-08,"[{""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}, {""product_id"": ""PROD00002"", ""quantity"": 2, ""price"": 59.11}, {""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}]","{""street"": ""6901 Main St"", ""city"": ""San Francisco"", ""zip"": ""16937""}",1529.06
ORD0000130,CUST000034,2023-03-26,"[{""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00010"", ""quantity"": 3, ""price"": 176.2}, {""product_id"": ""PROD00008"", ""quantity"": 3, ""price"": 40.45}, {""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}, {""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": ""NaN""}]",,nan
ORD0000131,CUST000002,2023-12-02,"[{""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}]","{""street"": ""5409 Main St"", ""city"": ""San Francisco"", ""zip"": ""27728""}",375.14
ORD0000132,CUST000045,2023-09-22,"[{""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}, {""product_id"": ""PROD00006"", ""quantity"": 3, ""price"": 428.33}, {""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}, {""product_id"": ""PROD00010"", ""quantity"": 3, ""price"": 176.2}]","{""street"": ""9504 Main St"", ""city"": ""Chicago"", ""zip"": ""30491""}",2936.96
ORD0000133,CUST000042,2023-03-03,"[{""product_id"": ""PROD00002"", ""quantity"": 3, ""price"": 59.11}, {""product_id"": ""PROD00008"", ""quantity"": 3, ""price"": 40.45}, {""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}, {""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}]","{""street"": ""6033 Main St"", ""city"": ""New York"", ""zip"": ""79782""}",314.64
ORD0000134,CUST000044,2023-11-19,"[{""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}, {""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}]","{""street"": ""5044 Main St"", ""city"": ""New York"", ""zip"": ""70028""}",1419.37
ORD0000135,CUST000003,2023-09-05,"[{""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}, {""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}, {""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}]","{""street"": ""6081 Main St"", ""city"": ""New York"", ""zip"": ""89893""}",1569.71
ORD0000136,CUST000016,2023-05-27,"[{""product_id"": ""PROD00007"", ""quantity"": 3, ""price"": 400.44}]","{""street"": ""2764 Main St"", ""city"": ""Chicago"", ""zip"": ""16590""}",1201.32
ORD0000137,CUST000038,2023-09-07,"[{""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}]","{""street"": ""2560 Main St"", ""city"": ""Chicago"", ""zip"": ""32792""}",1291.77
ORD0000138,CUST000007,2023-09-19,"[{""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}, {""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00002"", ""quantity"": 3, ""price"": 59.11}]","{""street"": ""2932 Main St"", ""city"": ""San Francisco"", ""zip"": ""70625""}",2022.44
ORD0000139,CUST000028,2023-05-01,"[{""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00002"", ""quantity"": 2, ""price"": 59.11}]","{""street"": ""5166 Main St"", ""city"": ""New York"", ""zip"": ""50006""}",1347.43
ORD0000140,CUST000017,2023-02-14,"[{""product_id"": ""PROD00004"", ""quantity"": 2, ""price"": 69.84}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}]",,502.72
ORD0000141,CUST000002,2023-10-06,"[{""product_id"": ""PROD00007"", ""quantity"": 1, ""price"": 400.44}, {""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}, {""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}]","{""street"": ""5409 Main St"", ""city"": ""San Francisco"", ""zip"": ""27728""}",979.11
ORD0000142,CUST000060,2023-08-02,"[{""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00002"", ""quantity"": 1, ""price"": 59.11}]","{""street"": ""7676 Main St"", ""city"": ""Seattle"", ""zip"": ""38596""}",810.91
ORD0000143,CUST000050,2023-01-03,"[{""product_id"": ""PROD00003"", ""quantity"": 2, ""price"": 370.91}]",,741.82
ORD0000144,CUST000038,2023-07-26,"[{""product_id"": ""PROD00004"", ""quantity"": 3, ""price"": 69.84}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}]","{""street"": ""2560 Main St"", ""city"": ""Chicago"", ""zip"": ""32792""}",345.42
ORD0000145,CUST000001,2023-12-13,"[{""product_id"": ""PROD00007"", ""quantity"": 2, ""price"": 400.44}, {""product_id"": ""PROD00009"", ""quantity"": 2, ""price"": 187.57}, {""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}, {""product_id"": ""PROD00005"", ""quantity"": 3, ""price"": 135.9}, {""product_id"": ""PROD00006"", ""quantity"": 1, ""price"": 428.33}]","{""street"": ""2796 Main St"", ""city"": ""Chicago"", ""zip"": ""25933""}",3124.78
ORD0000146,CUST000081,2023-01-17,"[{""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}]","{""street"": ""3560 Main St"", ""city"": ""Austin"", ""zip"": ""43886""}",135.9
ORD0000147,CUST000058,2023-04-03,"[{""product_id"": ""PROD00010"", ""quantity"": 1, ""price"": 176.2}, {""product_id"": ""PROD00005"", ""quantity"": 3, ""price"": 135.9}, {""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": 187.57}, {""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}]","{""street"": ""1735 Main St"", ""city"": ""New York"", ""zip"": ""42921""}",1151.93
ORD0000148,CUST000047,2023-02-27,"[{""product_id"": ""PROD00002"", ""quantity"": 1, ""price"": 59.11}, {""product_id"": ""PROD00008"", ""quantity"": 3, ""price"": 40.45}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00008"", ""quantity"": 1, ""price"": ""free""}, {""product_id"": ""PROD00009"", ""quantity"": 3, ""price"": null}]","{""street"": ""3920 Main St"", ""city"": ""Austin"", ""zip"": ""24495""}",532.86
ORD0000149,CUST000025,2023-10-24,"[{""product_id"": ""PROD00002"", ""quantity"": 2, ""price"": 59.11}, {""product_id"": ""PROD00002"", ""quantity"": 1, ""price"": 59.11}]","{""street"": ""9046 Main St"", ""city"": ""Austin"", ""zip"": ""60097""}",177.33
ORD0000150,CUST000068,2023-11-18,"[{""product_id"": ""PROD00001"", ""quantity"": 2, ""price"": 5.32}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}, {""product_id"": ""PROD00005"", ""quantity"": 2, ""price"": 135.9}, {""product_id"": ""PROD00005"", ""quantity"": 1, ""price"": 135.9}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}]","{""street"": ""1228 Main St"", ""city"": ""New York"", ""zip"": ""76157""}",877.71
ORD0000151,CUST000016,2023-03-01,"[{""product_id"": ""PROD00003"", ""quantity"": 1, ""price"": 370.91}, {""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}]","{""street"": ""2764 Main St"", ""city"": ""Chicago"", ""zip"": ""16590""}",1227.57
ORD0000152,CUST000030,2023-06-08,"[{""product_id"": ""PROD00006"", ""quantity"": 2, ""price"": 428.33}, {""product_id"": ""PROD00010"", ""quantity"": 2, ""price"": 176.2}, {""product_id"": ""PROD00008"", ""quantity"": 1, ""price"": 40.45}, {""product_id"": ""PROD00002"", ""quantity"": 2, ""price"": 59.11}, {""product_id"": ""PROD00004"", ""quantity"": 1, ""price"": 69.84}]","{""street"": ""5640 Main St"", ""city"": ""San Francisco"", ""zip"": ""92037""}",1437.57
ORD0000153,CUST000075,2023-12-21,"[{""product_id"": ""PROD00003"", ""quantity"": 3, ""price"": 370.91}, {""product_id"": ""PROD00009"", ""quantity"": 1, ""price"": 187.57}, {""product_id"": ""PROD00001"", ""quantity"": 1, ""price"": 5.32}, {""product_id"": ""PROD00001"", ""quantity"": 3, ""price"": 5.32}]","{""street"": ""1783 Main St"", ""city"": ""New York"", ""zip"": ""97241""}",1321.58
